Text,True_Label,Predicted_Label
uhuru president kikuyus kalenjins central kenya republic ashamed imposing leader futhermore recognize actually elected million kikuyus kale political legitimacy zero,Offensive,Neither
jewish understand inhumanity dealt year persecuted kicked holy land roamed dessert nothing put death camp still deal anti semitic hater know hatespeech inhumanity humanrights,Offensive,Neither
hate kalenjin kikuyu maasai kamba luo talk username_ samething lyk username_ username_ username_,Offensive,Neither
little time hand anyone feel like filling nyakundi boychild slay queen girl child,Offensive,Neither
need chase club asap,Offensive,Neither
wanja kihii tomboy talking banana,Neither,Offensive
wetangula luhya youth mobilising reject mudavadi bribed cambridge analytica abandon raila odingathis thing beyond railahe sworn alone luhyas hate badlyjust watch,Offensive,Neither
kikuyus johos achievments life absurd coz scored njenga karume std uthamaki drop johocertificates,Offensive,Neither
luo politically suicidal incestrous clan encourages inbreeding like retaining leadership among,Offensive,Neither
whoever advised uhuru insist election fooled doubt removed he leader want kenya username_ electionsboycottke,Offensive,Neither
kikuyus need favor conducive environment excel,Hate Speech,Neither
kill luo say provoked police let tell lake nakuru chopper provoked luo lake god,Hate Speech,Neither
participate electionske playing ground levelled raila odinga nasademosweek noreformsnoelections,Offensive,Neither
kikuyus una etnia que enaltece igualdad nero,Offensive,Neither
uhuru selected kikuyus kalenjines may mark boundary soon imagine,Offensive,Neither
excellency president nyakundi ghc lcm or cbd ffu ab fgm wisdom therein head surpasses every single living male youre second wisdom biblical solomon baringo county commander,Offensive,Neither
beginning squad kill mungiki figure post killing luo luhyas squad formed kill squad killed mungiki squad formed kill icc witness jacob jumachris msando squad many police killer prowl,Offensive,Neither
jubilee aspirant concluded party primary nrb kikuyus except sakajaparty inclusivity raoagenda,Offensive,Neither
kikuyus holding uhuru yet doesnt care anyone eats keep stupid join,Offensive,Neither
living country people treated like dog uhuru going win war noreformsnoelections,Offensive,Neither
kikuyus desperately rallying behindstopcordprotests dear kenya mafia proving kenya tribe,Offensive,Neither
kikuyus kweli business minded jamaa amecombine agrovet chemist one room hence earning rent moja,Offensive,Neither
telling tell kikuyu president tired kikuyus kenya,Hate Speech,Neither
banned username_ hour making someone said muslim child rapist look like idiot classy facebook nice know support hatespeech,Offensive,Neither
keja wakikuyu username__ sasa hao wanachoma hostel hawataki kuishi kwa keja wakikuyu mbao,Neither,Offensive
woi blasphem plan destroy youthwe better watch else seize exist moseskuria hatespeech terrorist,Offensive,Neither
kikuyus hardworking kenyan hence deserve awarded president,Offensive,Neither
shut fck moses kuria nobody want hear sterile view david murathe level restrict opinion kameme inooro coro kikuyu please,Offensive,Neither
uthamaki blame raila urinating bed able satisfy wife beaten wife username_ username_,Offensive,Neither
fuck shes kidish username_ wait responsesrt username_ go zein noor apologize luo except one,Offensive,Neither
mean black peepsrt username_ south sudanese warudi kwao starting mbunde,Neither,Hate Speech
uhuru careful luo working administration raila mole,Hate Speech,Neither
yaani njaruos didnt something protesting limuru noreformsnoelections pictwittercomjozmxpi,Offensive,Neither
cant election wth ppl bangled noreformsnoelections,Offensive,Neither
wont relent quest kenya must liberated itchy hand kikuyus kalenjins resistnrm,Offensive,Neither
uon trap grow old hereunatry grow career marriage kidogo kidogo uko list nyakundi unmarriageable,Offensive,Neither
username_ bitter didnt chew impregnated choir girl there nothing wrong chewing even ruto owned accepted he harassing nyakundi he responsible erection mscheeeew pictwittercomhawnfcaxf,Offensive,Neither
supporting luo always behind political success kikuyu candidate dump later,Offensive,Neither
asking rao prove eurobond money stolen proof already therethere project show uhurueurothieves,Offensive,Neither
username_ among uhurueurothieves,Offensive,Neither
hate seeing thin shallow minded kikuyus precious twitter kwenu doc working,Hate Speech,Neither
knew luhyas good people hii imeconfirm,Hate Speech,Neither
lack dictionary username_ kenyan luck creativity two mukorinos copying two luhyas,Offensive,Neither
kisii used username_ spread hate eviction talkyet kisiis work hand hand kikuyus matatu sectortutakipata,Hate Speech,Neither
kamba merus vulgar kutukanana ovyo ovyo esp wale shaggz,Hate Speech,Neither
habit blocking back blocked methe like nyakundi miguna miguna swear feeling come awesome,Offensive,Neither
wewe nyakundi wachana kitonyeo wenyewe,Neither,Offensive
kamba worship username_ yet besides gvnt decade dying due thirsty username_ username_,Offensive,Neither
kamba kill people wanawaonea sana monsolata baibe ndambuki ajab jeffa michael mwangi,Offensive,Neither
username_ ngori hawa wakale watiaji,Offensive,Neither
shame started trend killallkikuyustoshuntribalism screw username_ kenyan better southsudan,Offensive,Neither
kenyan socialite luhyas,Offensive,Neither
well woman power float like butterfly sting like bee come graft,Offensive,Neither
cant move forward country kikuyus feel kenya blessed chosen tribe leadership birthright,Hate Speech,Neither
childrens clinic mary langata hour acha tuchill hawa wamama wakikuyu wamalize kudakua sasa,Offensive,Neither
whole shit storm distract trump michiganrally vile hatespeech,Offensive,Neither
uhuruto always talking fear god preside pilferage public fund noreformsnoelections,Offensive,Neither
well said kikuyus killed breaking news luo shot dead say robbery,Hate Speech,Neither
luhyas best dancer people coast others,Offensive,Neither
babu owino aliita mzee kenyatta mbwa akaita mama ngina mbwa akaita uhuru mbwa akaita tribe wakikuyu wote mbwaas simple,Neither,Hate Speech
lmao said nyakundi vile person nkt,Offensive,Neither
kikuyus lost alot pev still facing challanges county government local,Offensive,Neither
secession happen wish happens today yesterday fool realize kikuyus never benefited kenyattas kibaki,Offensive,Neither
help maid please try spot difference two demo noreformsnoelections wakoraninyinyi pictwittercomhvqhdag,Offensive,Neither
merus fuckn filin tmy page theeir tweet username_ username_ username_ ata username_ unajoin iyo league,Hate Speech,Neither
yet opportunistic move cord woe supportinitially bobvious desperation win support uhurueurothieves,Offensive,Neither
tuskeys supermarket kikuyus working therehere kisii also pas law,Hate Speech,Neither
wakikuyu fraud hao origi hajui kudance,Hate Speech,Neither
beyond tribal rhetoric raila outline agenda kenya railathetribalchief,Offensive,Neither
username_ wajaluo pia wazungu weusi,Hate Speech,Neither
wewe achana kemboi username__ kalenjins chase house sex part afterplay,Hate Speech,Neither
long stated apartment gatedcommunities sprouting around country direct proceeds money stolen government corporate coffer easy track ksh loot accountability body corrupt uhuruappointees,Offensive,Neither
must afraid something say commander chief shame public figure pedogate username_ hatespeech,Offensive,Neither
wow username_ username_ efficient arresting username_ wouldnt arrest charge people like username_ username_ bruce odhiambo steal billion freenyakundi,Offensive,Neither
luo ever surpass kikuyus number bitterness railareturns jkia,Offensive,Neither
tribalism day applies either luo kyuks targeted,Offensive,Neither
talk number without talking arrived fool godecinfects chiloback noreformsnoelections,Offensive,Neither
ngina also join north sudan eat human flesh fuck donkeysto hellkenya must exterminate kikuyus period,Hate Speech,Neither
vile madem warembo hunyamba unaeza dhani jina kiislamu aty,Hate Speech,Neither
kikuyus seek shelter church torched ash kalenjinswe heading,Offensive,Neither
luo along govt saying luo kenyan,Offensive,Neither
kikuyus much afraid secession debate know deep heart tribe would accommodate hunger power theftrotten regime,Offensive,Neither
watitu maasai tanzania people become diplomat mustgo,Offensive,Neither
bana username_ warudi kwao atleast rent zishuke username_ damn sudanese venye wanakuja wengi hapa kenya,Neither,Offensive
heard kalenjins nairobi either student police say city politics nasachakulanakazi,Offensive,Neither
dont problem railathetribalchief mass action long luo sacrificed,Hate Speech,Neither
cant nasa cocoon simply wait iebc announce result raising ball railapresser musalia mudavadi,Offensive,Neither
uyu williams kihii,Offensive,Neither
faith masai ujiri prospect draft pick raptor grabbing may end becoming steal,Offensive,Neither
fuck tryna good enough bitch shit fall cha pocket gone chase,Offensive,Neither
vile gusiibeggars wamefika pale statehouse kuonjeshwa nyama username_ noreformsnoelections,Hate Speech,Neither
kila wakigeuka wanapata judge lawyer luhyas luo also school stop stealing,Offensive,Neither
true luo infact ata kwetu pokot interior really stupid play card,Offensive,Neither
record diary username_ citizen hate tribalism also hate luo,Hate Speech,Neither
username_ username_ username_ add insult injury say kisiis rapist bana,Offensive,Neither
summon nyakundi best highlighting rot illegal deal yet real criminal always free nyakundisummoned,Offensive,Neither
voted today shld buy unga tax looted next five year enjoy canaan electionsboycottke,Offensive,Neither
luo far better mungikiapart electing looting corrupt president good mungikis ever achieved zero,Offensive,Neither
simplesince uhuru mwigai kenyatta noreformsnoelections,Offensive,Neither
wooii lmao username__ fuck yoself toothpick username_ maasai real people,Hate Speech,Neither
woman like firm alphamales pussy take selfies nyakundi fire,Offensive,Neither
cram law power advice uhuru kill luo get paid taxpayer well revisit,Offensive,Neither
kama sumu kweli basi alivyotoka ameenda kufyonzwa ile sumu kwa dawa kienyeji siku sumu kwisha wajaluo wakurya wahacha wameelewa,Neither,Offensive
wewe username_ leta hio tumbo yako kubwa hapa mbwa wewe knew advance msando woman kumamako kenyan know truth justice witll served makende ndogo ripmsando,Offensive,Neither
kikuyus kalenjins following nasa tweetscant stay line,Offensive,Neither
people lead kenya kikuyu best option wakikataa kalenjins mnajua,Offensive,Neither
luhyas claiming jeovahwanyonyi johntheth,Hate Speech,Neither
political luo cursed cherish mother insult another,Offensive,Neither
wont let raila take country dog norailanopeace,Hate Speech,Neither
wakikuyu wananyesha,Offensive,Neither
fluent username_ love luo speak swahili comedy time hehe,Offensive,Neither
one mwakenya tembearing class yte unmaskingapollomboya username_ username_ username_ username_ username_ come see,Offensive,Neither
forgot somethingto tell people kill burn lorriesthats song kamba land wish remind kikuyus rather anyone else dont burn charcoalthey buy whats already burnt,Hate Speech,Neither
kalenjins expect kikuyus support people mean,Hate Speech,Neither
soon itakua equity bank central kenya let kikuyus kalenjins bank bado decline haijaanza,Hate Speech,Neither
uthamaki fall,Offensive,Neither
uhuru president kenya president kikuyus kalenjins inaugurationke jacaranda,Hate Speech,Neither
would rather die get election whose result predetermined thief noreformsnoelections,Offensive,Neither
cant blame luo stupid kisumu county govt never thought establishing one,Hate Speech,Neither
kikuyus defend president tribe jubilee mp lost,Hate Speech,Neither
luhyas make genuine money playing english club like luo kikuyus kalenjins run moneykikuyus kill money get widow tag money,Offensive,Neither
hate guy kanjama apretender doesnt want identified jubilee guy yet face mouth watching username_ username_ speaking common mwanainchi love two plus username_,Offensive,Neither
waiter patia hawa flask chai username_ username_ username_ luhyas humble people,Offensive,Neither
true kikuyus dump,Hate Speech,Neither
wajaluo sasa wanataka kufwata obama ethiopia,Offensive,Neither
dont really advertise kale rather kenyan username_ lmaooo kalenjins want kill,Offensive,Neither
cant disparage uhurueurothieves report source rao due diligence must mentioned must come clean,Offensive,Neither
political bandit friendget back terrorised country make reform noreformsnoelections,Offensive,Neither
uthamakiid wiegh say knew meant sema kikuyus easier tongue doesnt make seem like,Offensive,Neither
kikuyus unshakable friend look control nasa wanjigi ndii mutahi gachoka stop route taking username_,Hate Speech,Neither
youth kisum stage demo support slum upgrading anne waigurusasa hawa wakikuyu wako huko pia,Offensive,Neither
kama kwa kuiba ndio mkapata tukienda bila uizi hamfiki hata wembeniuleule uhuruattackssupremecourt judgemaragadecides,Neither,Offensive
right kenyan take peace granted think somali sudan syria libya child lesser god think,Offensive,Neither
lmao username_ best iq kenya cant stupid username__ lol see luo stupid,Offensive,Neither
yani dexxe ameweka waru kwa green gram hawa wakikuyu waanze annahilateiwa sasa mashakura contagious,Offensive,Neither
exactly happening sparked outburst trump tweeting time wake kind vitriol middle night get pee back sleep hatespeech,Offensive,Neither
kabooooooooooooooooombu tap backed winner democracyorsecession boumci,Offensive,Neither
luhyas always either foot bicycle username_ aaah username_ going foot,Offensive,Neither
woi kikuyus one day kill,Offensive,Neither
kalenjins kill human theyre sheep goat murder human benefit username_ eat meat ingrate keep threat,Hate Speech,Neither
care noreformsnoelections,Offensive,Neither
mechanic garage jua kali luo asking,Offensive,Neither
uthamaki last found luo username_ harass appease supporter shall revisit iebctalks noreformsnoelections,Offensive,Neither
thought nyakundi president caused difference pictwittercomznrby,Offensive,Neither
well done next username_ another bogus institution raking million issuance good conduct certificate give fingerprint primary database used status,Offensive,Neither
since username_ conscience hell bent oppression citizen hold different view god shall judge luolivesmatter,Offensive,Neither
ezra chiloba githeri medium pls find guyhe might cooking number electionsboycottke kenyapoll username_ username_,Offensive,Neither
kikuyus kalenjins struggling find next line presidency respective tribe stone age person called atwoli moving luhya mind name unitythe moment find unity chance,Offensive,Neither
lmfao luhyas greedy bastard,Hate Speech,Offensive
kilking ownalshabaabs kikuyus kamba etc terrorcrossing,Offensive,Neither
waiting see githeri medium cover riot kikuyus,Offensive,Neither
wanafaa kuonja nyama flamingo kwanzart username_ username_ yeah tujenge county yetu wakuje waone flamingo warudi kwao,Offensive,Neither
william ruto using david mugonyi communication secretary former nmg journalist malign name first assassination,Offensive,Neither
outright male chauvinism stupidity nyakundi woman try look good attract stronger mate,Offensive,Neither
country say kikuyus kalenjins mourns nkt,Offensive,Neither
watchman pilot year ten year ago check,Offensive,Neither
today uhuru devil proven he kill luo using excuse cord demo releasin police kikuyu demon,Offensive,Neither
utatea polisi aje nugu cunt rude username_ hawa wanaume wakikuyu nyandarua hawawezi tetea dame akipigwa kwani,Offensive,Hate Speech
kikuyus used story line copied ethiopia bure kabisa,Offensive,Neither
hawa wakikuyu watatuonyesha vituko banawaiganjosio kanyaripastor ngangamugo wairimu,Offensive,Neither
hate people bad perception brixton actually bad,Offensive,Neither
luo cause chaos usual police engage running battle let loot kill rape woman normal,Hate Speech,Neither
reason dont hate luo detest one love kenyan included,Offensive,Neither
username_ kikuyus plain stupid tribal,Hate Speech,Neither
uhuruto welcomed back icc big deal welcoming raila mungiki killing people forgetting kikuyus everywhere,Offensive,Neither
kikuyus problem kenya retweet agree kenya mamayao corddemos,Hate Speech,Neither
william nusu mkate ruto misled raila nusu mkate gov president uhuru misled like jirongo wembeniuleule nasainmombasa,Offensive,Neither
tuwache kapisa hehe username_ achana sisi priss username_ hawa waluhya wote wamevuta mandukulu lunjez penda ryt username__,Offensive,Neither
luo tallthey vertically available username_ churchillshow,Offensive,Neither
uhuru see implication lack inclusive leadership playing defense unnecessarily rao outsmarted uhurueurothieves,Offensive,Neither
luhyas kill share photo,Offensive,Neither
luo living germany called gerluo luotings europe luopeans,Offensive,Neither
username_ wakora warudi kwao,Offensive,Neither
got tym proud mean bitch,Offensive,Neither
fuck hate hosting get togetherzall tym waste cooking alafu wageni wanakuja kukula thn warudi kwao,Offensive,Neither
kill much god watching hakuna kifo luo ama luhya kikuyus die,Offensive,Neither
kill like luo luhyas kisii kamba fear credible election,Hate Speech,Neither
luhyas supposed help baba raila odinga win general election rearing lot kukus bribe iebc username_,Offensive,Neither
governed immature boy everyone taking advantage everyone else kenya tanoterror,Offensive,Neither
kirubi must try blame username_ corruption side yet uhuru power uhuru guy pedestrian war graft,Offensive,Neither
luo prophet owuor raila demigod two bigger demigod havent figured yet,Offensive,Neither
hawa ndugu zetu wakikuyu wanapenda kutupima sana ukimwambia sema utasikia ukimwambia sema utasikia,Neither,Hate Speech
kikuyus hating raila reminding prince stark naked railasdoublespeak,Hate Speech,Neither
hate taste cassava lakini name mihogo kamba accent crack,Offensive,Neither
uhuru exactly allegation policeman sent kisumu kill luo bodybag,Offensive,Neither
contractor fails dont renew contract here jubilee wanjiku contract total failure fagiawote pictwittercommtrmcjkxqm,Offensive,Neither
single man best way chase woman gentleman nice asshole always got date given reason different woman never made much sense,Offensive,Neither
yes victim racism ignorant example racist racist comment white ppl hatespeech,Hate Speech,Neither
kalenjins run result quicky fast even born,Offensive,Neither
yall celebrated githeriman yall want honor take chill pill priss mediocrity weve settled deal kenyan kotcommends,Offensive,Neither
majority kikuyus kalenjins tribe make uhuru lead unless uhuru steal nasademosweek,Offensive,Neither
hawa wakale huitwa kibetwalizaliwa wameekwa kwa kibeti ama kuuliza,Offensive,Neither
demand username_ username_ declared winner thats steel ball make railapresser,Offensive,Neither
kalenjins ready protect ethnical thief brought lie kenyan politics kickrutoout,Offensive,Neither
kalonzo read kamba wise professional opportunist username_,Offensive,Neither
uhuru muigai kenyatta vote kisumu hapo ndio mtajua hamjui electionske,Neither,Offensive
shouldnt waste time bob collymorehe return came least wairimu tag along noreformsnoelections,Offensive,Neither
wetangula king julien seems relatedthat hairline killing smh canaanisreal wembeniuleule pictwittercomzddteyub,Offensive,Neither
wakikuyu tunaitangwa aici wezi nauliza tukifika hiyo canaan sisi ndio tutakua waicirael ama,Neither,Hate Speech
sisi nasi tuko shida uhuru wakikuyu hatuna fake wokeness hehe,Hate Speech,Neither
luo educated display primitive behavior stupidity likely associated luo tribalism,Hate Speech,Neither
speak soon tell fatboy ibu reload teargas going long week railawithdraws nasademos noreformsnoelections pictwittercomnsusysgly,Offensive,Neither
value kenya priced borrow buy cant stand right reform electionsboycottke kenyaelections,Offensive,Neither
maandanos vain noreformsnoelections uhurumustgo crowd railaswearinginceremony wasnt taken granted though coward chickened effort people kenya drop ocean,Offensive,Neither
antikenyan behavior kenyan mean kikuyus,Hate Speech,Neither
merus identify unfortunately people think sub tribe tribe,Offensive,Neither
kalenjins tibet province china thing presidential aspirant engaged tonight,Offensive,Neither
never heard uhuru delivering lecture even belittled nairobi aviation college noreformsnoelections railainlondon,Offensive,Neither
tuone kama watagawia mababa zenu mama zenu pesa mahindi ny tanoterror,Offensive,Neither
wajaluo mlikosea mungu wapi,Offensive,Neither
siku hizi people even trust nyakundi tell stole pen banking hall,Offensive,Neither
kikuyus crooked crookedraila,Hate Speech,Neither
umbwa hii nani utashinda ukitutishatisha hapa enda ukatishe bibi yako huko gatundu,Offensive,Neither
hawa wajaluo wote walikua chained kwanini seeing everywhere jaluos unchained,Offensive,Hate Speech
luhyas people arent proud language meet aluhya lakini sijui killuhya nkt nowonder always confused,Offensive,Neither
know dont love raila hate kikuyus stay,Offensive,Neither
uhuru kenyatta never fought anything countryraila odinga noreformsnoelections,Offensive,Neither
whoever hitting aint hitting right nyakundi must listening alot hip hop music,Offensive,Neither
kikuyus always castigating stand truth honestythey used shortcut become way life,Offensive,Neither
woi hawa wakao nini hawawezi nionyesha leo,Offensive,Neither
luo overrated try hard impress live upto hype,Offensive,Neither
luo bussy burning townsyou say ukambani corded seen burn masaku username_ username_ arrestkimaningunjiri,Offensive,Neither
kikuyus vacate mombasa maasailand anywhere nasa srtronghold election violence imminent pollpreparedness,Offensive,Neither
uhuru appoints yes steal mother give birth joy baby end miscreant later life look became,Offensive,Neither
truth isjubilee gvt police kill luo sugar coat socially rightdead kiusmu iebcmustgo corddemos,Offensive,Neither
wajaluo wame bebana tablet except obama,Hate Speech,Neither
kalenjins dont managerial position kimathi maseno uon china etc justified,Hate Speech,Neither
voted wesmall section kikuyus kaleskwenda kabisa even stole nkt,Offensive,Neither
know kijana wamalwa loved nation bit know luhyas fit cook watchman republicofpretenders,Hate Speech,Neither
username_ represents people elected moseskuria represents people erected,Offensive,Neither
every appointment kikuyus,Hate Speech,Neither
kalenjins ask ruto join raila uhuru kikuyus stealing everything,Hate Speech,Neither
think masai karl tight karl available raptor casey rope wyear left dont see karl toronto nugget,Offensive,Neither
warudi mali wametoka,Offensive,Neither
lost username_ one luhyas zero time tea,Offensive,Neither
kakamega wueh noreformsnoelections naskia gunfireteargas house,Neither,Offensive
good news may consider investing country fight corruption,Offensive,Neither
wtf chifu mpeketoni anaitwa macharia mwangi kikuyus much mpeketoniattack,Hate Speech,Neither
yes kikuyus eating,Offensive,Neither
justified calling arm killer username_ claimed militia justified executing order principle equity luo must armed weapon militia us make war fair luolivesmatter,Offensive,Neither
wachana sisi buana username_ wakikuyu wanaweka viazi kwa fruit salad,Offensive,Neither
luhyas endagered specie luolivesmatter luhyalivesmatter,Offensive,Neither
claim wakenyaniwalewale wembeniuleule still fear free fair election shame uhuruto noreformsnoelections akombequits,Offensive,Neither
kinu kiti swahili word kamba decided pervert,Offensive,Neither
luo really love swag dont kill small amount poison watakuwekea kisumu,Offensive,Neither
kikuyu kale thief theme known construct kitale dam kill county north collector tunnel kill,Hate Speech,Neither
kikuyus drink raw blood eat raw meat sniff toxic concotion facing kenya called,Hate Speech,Neither
uhuru generali mwenye bunduki bila risasihe dictate supreme court way dicated bunge bubbies wembeniuleule,Offensive,Neither
kikuyus living central rift valley moses kuria perhaps great thing kila arudi kwao,Offensive,Neither
time failed dont need pundaamechoka,Offensive,Neither
kind gentleman nyakundo whatever dont respect womenlike wife examplepls dont attack woman attack woman shes one know,Hate Speech,Neither
wazee jamii wakikuyu wafanya tambiko kumlaani mbunge embakasi mashariki babu owino,Hate Speech,Neither
problem naye ajue kamba thikawachome gari wachomwe kiambu,Hate Speech,Neither
kikuyus feel like originated kenya wonder didnt settle bigger part tribal specie earth,Offensive,Neither
kikuyus rejected moi celebrating even time rumor ill health,Offensive,Neither
hawa wakisii wamezidi sasahii stunt gani sasa kudance,Neither,Offensive
yes kikuyubut dont dont understand government opportunity go kikuyu tribalism,Offensive,Neither
hate kikuyus yet woman run lack satisfaction men boast cut pensils dont write,Hate Speech,Neither
truth username_ kalenjins host event without lot kienyeji chicken broiler shit,Offensive,Neither
jubilee supporter pained railapresser mean username_ forced fund tax stole,Offensive,Neither
hawa wakisii ukua ndrama kama nyakundi username_ username_ lol waambieuko mandizi watakupea story zote,Offensive,Neither
whoever think nasa fool election actor impunity username_ day dreaming noreformsnoelections,Offensive,Neither
webe utakuwa ure ure noreformsnoelections electionboycottke,Neither,Offensive
begin reason stomach get nowweknow nrmk electionsboycottke,Offensive,Neither
need exact number luo killed moral obligation luo kill equal number,Hate Speech,Neither
kalenjins eating exactly like proverbial ogre william arap samoe ruto man stand,Offensive,Neither
would gertrudes childrens hospital donholm put air inooro client think kenyan kikuyus trash pictwittercommrjxqfqr,Offensive,Neither
masai uljiri,Hate Speech,Neither
say reverse true among kikuyus justfying hate shame,Offensive,Neither
kikuyus paranoid,Offensive,Neither
hate caption highlight wow miss masai see shawdy,Offensive,Neither
wahindi vipi hawa muda kulala ndo wanapiga ngoma,Offensive,Neither
hawa wale wakamba tala wanaoishi karibu wakikuyu wameambukizwa ugonjwa waru,Offensive,Neither
kikuyus slave truth bitter pill swallow,Offensive,Hate Speech
nyakundi chew much cant swallow seek kots attention sympathy nyakundisummoned thrives hurting others,Offensive,Neither
kamba problemsoh wait problem justsaying,Hate Speech,Neither
luo part country police jubilee continue killing luo though chicken corddemos iebcmustgo,Hate Speech,Neither
watu wakubwana wengi wajaluo,Hate Speech,Neither
kikuyus think country police killing nyanza late governor congratulated brutality,Offensive,Neither
yes mission wipe luo bfo embarking war alshabab luo headache gava alshabab follows,Hate Speech,Neither
want divorce greedy selfish vulture called kikuyus,Hate Speech,Neither
yall need open wide eye year ago two horse cause postelection violence kenyapoll electionske,Offensive,Neither
yeah tribe kenya kikuyus guilty one,Offensive,Neither
kalenjins supported rao yet moi time changing need better leadership,Offensive,Neither
username_ fighting constitution selling chicken grabbing land public resource noreformsnoelections,Offensive,Neither
kikuyus corrupt jubilee regime looting kenyan year tribalism sad,Hate Speech,Neither
username_ hate nigger,Offensive,Neither
fucken blel ityet hehe username_ wakale hao username_ ati watu wanawatch football wakikunywa maziwa rotflmao,Offensive,Neither
luhyas type people wenye hawawezi stedi bila kushika live wire,Offensive,Neither
uthamaki fall luo rise shall revisit must give struggle luolivesmatter,Offensive,Neither
kisii idp son daughter lesser god never resettled see kalenjins kiuks isiorait,Hate Speech,Neither
law used jail allanwadi also used jail moseskuria truly banana republic username_,Offensive,Neither
yes young luo holding stone however much threatening warrant live bullet luolivesmatter peace,Offensive,Neither
upole yawa username_ eti human wakiturushia grenade sisi tunakuanga animal brare warudi kwao,Offensive,Neither
kalenjins coz fastest sperm,Offensive,Neither
man cv arguably hairiest as ever assed please get belt razor isle,Offensive,Neither
letting brain loosenow kuria ripmsando stopetrajudicialkillings,Offensive,Neither
kikuyus read compare leader talk luo,Offensive,Neither
luo luhyas prophet owuor meeting kikuyus sell gunias food end getting profit lol,Offensive,Neither
wakikuyu sisi wengine tutakuwa tunaimba nasaaa tialalala,Offensive,Neither
whoever came norailanopeace pple like use brain helmet fala kabisa,Offensive,Neither
wakikujia nyakundi lazima pia wewe ubebweulale kwa simiti siku tatu atleast,Neither,Offensive
friend married kikuyus fool kalenjin kindly block,Hate Speech,Neither
clever tan kikuyu kamba good dancer whats luhyas,Hate Speech,Neither
look million follower nyakundi either follow follow corporate acc,Offensive,Neither
wakicheza bado tuta fagiawote congratulation winner,Offensive,Neither
thought kyuks thieveslearned kalenjins bigger thieveslawyerterer arap mashamba poormillionaire,Hate Speech,Neither
tuweke username_ username_ receivership ndio tujue nani humoan kama wajaluo nje lee funeral home,Offensive,Neither
folk loudly supporting cbk governor njoroge kikuyus,Offensive,Neither
specific kisiis maan username_ people nyanza always loud phone,Hate Speech,Neither
western kenya need liberated bondage leader ababu lost respect mundukhumundu,Offensive,Neither
huh weekday long maasai dick username_ weekend shorter chinese dick nkt,Offensive,Neither
kikuyus way many like girl born half pregnant,Offensive,Neither
kikuyus must wake understand poor community,Offensive,Neither
war kenya county cant harbour kikuyus nyanza county luo weneedeachother choreaukabila,Hate Speech,Neither
kikuyus heartless set fellow kikuyus even employ,Offensive,Neither
kenyan send username_ username_ home come next free fair credible election answered noreformsnoelections,Offensive,Neither
masai braid death sentence hair line maybe something afrocentric,Offensive,Neither
si argument like nyakundi make stoop low,Offensive,Neither
kikuyus total bitch misuse dump raila fame dump get want,Offensive,Neither
kenyan see uhuru kenyatta seegod help nasademos noreformsnoelections pictwittercomapjiobegy,Offensive,Neither
ukichunguza vizuri utapata njoki chege anapea kama mimi chenye hakina ata iyo subaru blue mdomo overcompensate,Offensive,Neither
yeah wakae nyumbani wagojee kumvote wembeniuleule telling raila intends corruption poverty etc work way,Offensive,Neither
luo people beat chuck norris coz eat fish selfish,Offensive,Neither
luo poor kikuyus rich username_ username_ username_ voterregistrationke,Hate Speech,Neither
shall block entry ammunition bullet grenade exhausted one one see kikuyus win far,Hate Speech,Neither
wanyama akitufunga hawa waluhya hawatanyamaza,Offensive,Neither
voted tano tena little know would easily translate tanoterror,Offensive,Neither
tweet defamatory sanga general give sexual orientation also ago posted say online hatespeech seems dont practice preach want apply buddhist say kind hypocrite people lka,Offensive,Neither
wacheni uhuru pia andamane sisi tumechoka maandamano themaragadecision moigirlsfire wembeniuleule railaspeaks supremecourtdecides,Offensive,Neither
force people president pre rigged election shame noreformsnoelections,Offensive,Neither
kisiis siren nature,Hate Speech,Neither
hate moseskuria silent didnt hear madvds madvds demand demand respond demand,Offensive,Neither
umbwa wewe endelea kuota kuleni kiburi yenu tanotena kumirakumira wembeniuleule kaziiendelee,Offensive,Neither
luhyas kill others career remember admonished chiloba chebukatijealousy,Offensive,Neither
true rtnot kikuyus mungikis luo rowdy somali alshababs uon student throw stone stereotype,Neither,Hate Speech
username_ yea hate luo zaidi,Hate Speech,Neither
kikuyus stupid tribe ever kenya listen talk seam learned haukai,Hate Speech,Neither
weve come far country sick idle fool somewhere take back wish could hurt shutmutahingunyiup,Offensive,Neither
simply raila never election idiocy kill luo oneday,Hate Speech,Neither
wewe uliolewa central there tell address wakikuyu,Offensive,Neither
true lol username__ luhyas people allowed drink tea snack luhyasviralfollowing,Hate Speech,Neither
luo coward mungikis sent way kiambu shoot butcher kid kisumu best luo rant twitter,Hate Speech,Neither
point instance government appointment kikuyus kalenjins told,Hate Speech,Neither
need sober conversation important issue exchange word host sifuna keep cool mundukhumundu jkl,Offensive,Neither
kalenjins burned kikuyus especially woman child kiambaa church name tag labeled ukabila itatuuwa,Hate Speech,Neither
unacheki jamaa anajichocha akiwa high ati hakuna kitu hajapitia hyo time kipii kihii hajatahiri,Neither,Offensive
kalenjins voted jubilee teach raila lessonthe truth rewinding course hardlessons,Offensive,Neither
hate luo wouldnt care also hate meif given chance cann kill,Hate Speech,Neither
nyakundi post fake as shit attention seeker apologise city girl,Offensive,Neither
honestly hate grader kipp fuck dayshon jaylen chanel kamba,Hate Speech,Neither
